list-none-m,1,1000,1,3000,5886650,1962,221
list-none-m,2,1000,1,6000,31005052,5167,473
list-none-m,4,1000,1,12000,38510698,3209,4112
list-none-m,8,1000,1,24000,338644127,14110,74321
list-none-m,12,1000,1,36000,639724784,17770,192629
list-none-m,16,1000,1,48000,1442487239,30051,393998
list-none-m,24,1000,1,72000,3593072434,49903,1144921
list-none-s,1,1000,1,3000,35791917,11930,304
list-none-s,2,1000,1,6000,38231671,6371,156
list-none-s,4,1000,1,12000,40566818,3380,197
list-none-s,8,1000,1,24000,574052418,23918,115190
list-none-s,12,1000,1,36000,2930043870,81390,1130757
list-none-s,16,1000,1,48000,6307803052,131412,2603242
list-none-s,24,1000,1,72000,17289259501,240128,7723014
list-id-none,1,1,4,3,46549811,15516603,0
list-id-none,1,2,4,6,24986986,4164497,0
list-id-none,1,4,4,12,48529232,4044102,0
list-id-none,1,8,4,24,27120237,1130009,0
list-id-none,1,16,4,48,84403008,1758396,0
list-id-none,4,1,4,12,85819312,7151609,0
list-id-none,4,2,4,24,61157969,2548248,0
list-id-none,4,4,4,48,55106701,1148056,0
list-id-none,4,8,4,96,113087215,1177991,0
list-id-none,4,16,4,192,98379018,512390,0
list-id-none,8,1,4,24,77418204,3225758,0
list-id-none,8,2,4,48,85422631,1779638,0
list-id-none,12,1,4,36,55196488,1533235,0
list-id-s,1,10,4,30,53641413,1788047,134
list-id-s,1,20,4,60,44687152,744785,121
list-id-s,1,40,4,120,67277025,560641,284
list-id-s,1,80,4,240,68440968,285170,183
list-id-s,4,10,4,120,682850540,5690421,16498551
list-id-s,4,20,4,240,204669073,852787,500209
list-id-s,4,40,4,480,232693940,484779,928531
list-id-s,4,80,4,960,1110565031,1156838,3682607
list-id-s,8,10,4,240,1527981545,6366589,42774086
list-id-s,8,20,4,480,1297836488,2703826,15911043
list-id-s,8,40,4,960,3214808884,3348759,25169342
list-id-s,8,80,4,1920,8680927840,4521316,38136649
list-id-s,12,10,4,360,3737435994,10381766,116495245
list-id-s,12,20,4,720,4664179328,6478026,73437809
list-id-s,12,40,4,1440,9746525477,6768420,82737523
list-id-s,12,80,4,2880,11870458198,4121686,49380078
list-id-s,16,10,4,480,3822087910,7962683,105145234
list-id-s,16,20,4,960,6979395400,7270203,114385010
list-id-s,16,40,4,1920,7741613244,4032090,50889680
list-id-s,16,80,4,3840,21860056495,5692723,105843966
list-id-m,1,10,4,30,45153754,1505125,368
list-id-m,1,20,4,60,101031526,1683858,94
list-id-m,1,40,4,120,99693880,830782,104
list-id-m,1,80,4,240,70526863,293861,770
list-id-m,4,10,4,120,200239691,1668664,2458894
list-id-m,4,20,4,240,174154269,725642,1374635
list-id-m,4,40,4,480,180171434,375357,868639
list-id-m,4,80,4,960,395100682,411563,1249309
list-id-m,8,10,4,240,156058414,650243,2754694
list-id-m,8,20,4,480,277490237,578104,2704002
list-id-m,8,40,4,960,197236882,205455,951662
list-id-m,8,80,4,1920,312409057,162713,933405
list-id-m,12,10,4,360,283671836,787977,6580547
list-id-m,12,20,4,720,329811965,458072,4367228
list-id-m,12,40,4,1440,315812863,219314,1884665
list-id-m,12,80,4,2880,408233003,141747,1211776
list-id-m,16,10,4,480,556300566,1158959,12612204
list-id-m,16,20,4,960,486750792,507032,5899926
list-id-m,16,40,4,1920,733633071,382100,5046789
list-id-m,16,80,4,3840,812106892,211486,2964558
list-none-m,1,1000,1,3000,39352782,13117,217
list-none-m,2,1000,1,6000,50881135,8480,249
list-none-m,4,1000,1,12000,65211989,5434,5708
list-none-m,8,1000,1,24000,224048735,9335,64158
list-none-m,12,1000,1,36000,558275014,15507,144062
list-none-m,1,1000,4,3000,27709063,9236,479
list-none-m,2,1000,4,6000,35369776,5894,117
list-none-m,4,1000,4,12000,46538616,3878,426
list-none-m,8,1000,4,24000,102723826,4280,15657
list-none-m,12,1000,4,36000,257584879,7155,80616
list-none-m,1,1000,8,3000,22068951,7356,364
list-none-m,2,1000,8,6000,33203230,5533,313
list-none-m,4,1000,8,12000,34179638,2848,178
list-none-m,8,1000,8,24000,53975141,2248,828
list-none-m,12,1000,8,36000,75085936,2085,2359
list-none-m,1,1000,16,3000,23117601,7705,214
list-none-m,2,1000,16,6000,46107773,7684,163
list-none-m,4,1000,16,12000,42032938,3502,109
list-none-m,8,1000,16,24000,57974576,2415,3372
list-none-m,12,1000,16,36000,78774401,2188,2977
list-none-s,1,1000,1,3000,30649202,10216,113
list-none-s,2,1000,1,6000,72308685,12051,66
list-none-s,4,1000,1,12000,227492351,18957,59861
list-none-s,8,1000,1,24000,699152201,29131,185183
list-none-s,12,1000,1,36000,2111588641,58655,773203
list-none-s,1,1000,4,3000,23069679,7689,127
list-none-s,2,1000,4,6000,39725135,6620,280
list-none-s,4,1000,4,12000,43097629,3591,144
list-none-s,8,1000,4,24000,87110917,3629,6192
list-none-s,12,1000,4,36000,316405741,8789,77766
list-none-s,1,1000,8,3000,17920914,5973,62
list-none-s,2,1000,8,6000,21235323,3539,128
list-none-s,4,1000,8,12000,37509458,3125,70
list-none-s,8,1000,8,24000,34383620,1432,271
list-none-s,12,1000,8,36000,74510162,2069,10049
list-none-s,1,1000,16,3000,21892492,7297,55
list-none-s,2,1000,16,6000,27477431,4579,164
list-none-s,4,1000,16,12000,26293530,2191,105
list-none-s,8,1000,16,24000,101559422,4231,180
list-none-s,12,1000,16,36000,44891620,1246,451
